Year,Month,Temperature
1919,7,0.4757281553398083
1919,8,0.5533980582524265
1919,9,0.4757281553398054
1919,10,0.45631067961164984
1919,11,0.08737864077669877
1919,12,-0.49514563106796106
1920,1,-0.6893203883495116
1920,2,-0.6116504854368934
1920,3,0.06796116504854322
1920,4,0.06796116504854322
1920,5,0.18446601941747542
1920,6,0.41747572815534006
1920,7,0.6116504854368934
1920,8,0.5533980582524265
1920,9,0.6504854368932032
1920,10,0.4757281553398054
1920,11,0.10679611650485454
1920,12,-0.5728155339805822
1921,1,-0.7475728155339798
1921,2,-0.5145631067961167
1921,3,0.1262135922330101
1921,4,0.06796116504854322
1921,5,0.14563106796116565
1921,6,0.3980582524271845
1921,7,0.5533980582524265
1921,8,0.6116504854368934
1921,9,0.5339805825242723
1921,10,0.45631067961164984
1921,11,0.14563106796116565
1921,12,-0.37864077669902885
1922,1,-0.70873786407767
1922,2,-0.24271844660194097
1922,3,0.048543689320388994
1922,4,0.16504854368931987
1922,5,0.14563106796116565
1922,6,0.5533980582524265
1922,7,0.5339805825242723
1922,8,0.6116504854368934
1922,9,0.5533980582524265
1922,10,0.4368932038834956
1922,11,0.10679611650485454
1922,12,-0.4368932038834943
1923,1,-0.70873786407767
1923,2,-0.4757281553398055
1923,3,0.2038834951456312
1923,4,0.06796116504854322
1923,5,0.30097087378640786
1923,6,0.4757281553398054
1923,7,0.4368932038834956
1923,8,0.572815533980582
1923,9,0.4757281553398083
1923,10,0.4757281553398054
1923,11,0.009708737864077888
1923,12,-0.33980582524271763
1924,1,-0.5145631067961167
1924,2,-0.45631067961164984
1924,3,0.2038834951456312
1924,4,0.2038834951456312
1924,5,0.2621359223300965
1924,6,0.70873786407767
1924,7,0.6310679611650489
1924,8,0.6310679611650489
1924,9,0.5145631067961167
1924,10,0.49514563106796117
1924,11,0.08737864077669877
1924,12,-0.4368932038834943
1925,1,-0.9223300970873776
1925,2,-0.6310679611650476
1925,3,0.048543689320388994
1925,4,0.2427184466019423
1925,5,0.3592233009708732
1925,6,0.5533980582524265
1925,7,0.5533980582524265
1925,8,0.6310679611650489
1925,9,0.5145631067961167
1925,10,0.4757281553398054
1925,11,0.2038834951456312
1925,12,-0.3980582524271844
1926,1,-0.5728155339805822
1926,2,-0.37864077669902885
1926,3,0.16504854368931987
1926,4,0.2621359223300965
1926,5,0.41747572815534006
1926,6,0.6504854368932032
1926,7,0.5145631067961167
1926,8,0.7475728155339798
1926,9,0.5533980582524265
1926,10,0.5339805825242723
1926,11,0.06796116504854322
1926,12,-0.3980582524271844
1927,1,-0.7669902912621355
1927,2,-0.3980582524271844
1927,3,-0.02912621359223344
1927,4,0.1262135922330101
1927,5,0.4757281553398054
1927,6,0.5533980582524265
1927,7,0.6504854368932032
1927,8,0.572815533980582
1927,9,0.6504854368932032
1927,10,0.5533980582524265
1927,11,0.16504854368931987
1927,12,-0.37864077669902885
1928,1,-0.6116504854368934
1928,2,-0.30097087378640497
1928,3,0.10679611650485454
1928,4,0.30097087378640786
1928,5,0.4757281553398054
1928,6,0.5922330097087378
1928,7,0.6310679611650489
1928,8,0.5533980582524265
1928,9,0.6504854368932032
1928,10,0.5339805825242723
1928,11,0.048543689320388994
1928,12,-0.45631067961164984
1929,1,-0.5533980582524265
1929,2,-0.22330097087378675
1929,3,-0.04854368932038766
1929,4,0.048543689320388994
1929,5,0.2427184466019423
1929,6,0.41747572815534006
1929,7,0.45631067961164984
1929,8,0.5922330097087378
1929,9,0.6116504854368934
1929,10,0.45631067961164984
1929,11,0.06796116504854322
1929,12,-0.6116504854368934
1930,1,-0.7669902912621355
1930,2,-0.37864077669902885
1930,3,-0.02912621359223344
1930,4,0.1262135922330101
1930,5,0.08737864077670165
1930,6,0.572815533980582
1930,7,0.572815533980582
1930,8,0.572815533980582
1930,9,0.5533980582524265
1930,10,0.4757281553398054
1930,11,-0.04854368932038766
1930,12,-0.3980582524271844
1931,1,-0.5728155339805822
1931,2,-0.3203883495145634
1931,3,0.08737864077669877
1931,4,0.22330097087378675
1931,5,0.2427184466019423
1931,6,0.6504854368932032
1931,7,0.6310679611650489
1931,8,0.7281553398058256
1931,9,0.6310679611650489
1931,10,0.4757281553398054
1931,11,0.048543689320388994
1931,12,-0.37864077669902885
1932,1,-0.6116504854368934
1932,2,-0.45631067961164984
1932,3,0.1262135922330101
1932,4,0.22330097087378675
1932,5,0.14563106796116565
1932,6,0.5145631067961167
1932,7,0.5339805825242723
1932,8,0.5533980582524265
1932,9,0.5533980582524265
1932,10,0.572815533980582
1932,11,0.08737864077670165
1932,12,-0.4757281553398055
1933,1,-0.5145631067961167
1933,2,-0.3203883495145634
1933,3,0.10679611650485454
1933,4,0.1844660194174783
1933,5,0.3203883495145634
1933,6,0.572815533980582
1933,7,0.6310679611650489
1933,8,0.6699029126213587
1933,9,0.33980582524271896
1933,10,0.4757281553398054
1933,11,-0.04854368932038766
1933,12,-0.3980582524271844
1934,1,-0.7669902912621355
1934,2,-0.45631067961164984
1934,3,-0.08737864077669888
1934,4,0.1262135922330101
1934,5,0.30097087378640786
1934,6,0.5533980582524265
1934,7,0.5533980582524265
1934,8,0.6310679611650489
1934,9,0.45631067961164984
1934,10,0.4368932038834956
1934,11,0.06796116504854322
1934,12,-0.3980582524271844
1935,1,-0.6310679611650476
1935,2,-0.3980582524271844
1935,3,0.22330097087378675
1935,4,0.06796116504854322
1935,5,0.37864077669902874
1935,6,0.49514563106796117
1935,7,0.5145631067961167
1935,8,0.572815533980582
1935,9,0.6699029126213587
1935,10,0.5145631067961167
1935,11,0.1262135922330101
1935,12,-0.41747572815534006
1936,1,-0.5339805825242709
1936,2,-0.41747572815534006
1936,3,0.02912621359223344
1936,4,0.18446601941747542
1936,5,0.2427184466019423
1936,6,0.5145631067961167
1936,7,0.6504854368932032
1936,8,0.5533980582524265
1936,9,0.5145631067961167
1936,10,0.5533980582524265
1936,11,0.1262135922330101
1936,12,-0.3980582524271844
1937,1,-0.6699029126213588
1937,2,-0.2815533980582522
1937,3,0.2038834951456312
1937,4,0.1262135922330101
1937,5,0.2038834951456312
1937,6,0.5922330097087378
1937,7,0.6310679611650489
1937,8,0.6310679611650489
1937,9,0.6699029126213616
1937,10,0.45631067961164984
1937,11,0.08737864077669877
1937,12,-0.30097087378640774
1938,1,-0.6116504854368934
1938,2,-0.41747572815534006
1938,3,0.048543689320388994
1938,4,0.16504854368931987
1938,5,0.3592233009708732
1938,6,0.5533980582524265
1938,7,0.6893203883495145
1938,8,0.6504854368932032
1938,9,0.5339805825242723
1938,10,0.5145631067961167
1938,11,-0.1262135922330101
1938,12,-0.3980582524271844
1939,1,-0.4757281553398055
1939,2,-0.33980582524271763
1939,3,-0.02912621359223344
1939,4,0.048543689320388994
1939,5,0.6116504854368934
1939,6,0.5922330097087378
1939,7,0.6893203883495145
1939,8,0.6310679611650489
1939,9,0.4368932038834956
1939,10,0.572815533980582
1939,11,0.08737864077670165
1939,12,-0.3203883495145634
1940,1,-0.6699029126213588
1940,2,-0.49514563106796106
1940,3,0.009708737864077888
1940,4,0.1262135922330101
1940,5,0.2427184466019423
1940,6,0.6699029126213616
1940,7,0.6893203883495145
1940,8,0.6116504854368934
1940,9,0.6893203883495145
1940,10,0.4368932038834956
1940,11,0.1262135922330101
1940,12,-0.2621359223300965
1941,1,-0.41747572815534006
1941,2,-0.24271844660194097
1941,3,0.16504854368931987
1941,4,0.3980582524271845
1941,5,0.572815533980582
1941,6,0.6116504854368934
1941,7,0.4368932038834956
1941,8,0.6893203883495145
1941,9,0.6116504854368934
1941,10,0.5145631067961167
1941,11,0.2038834951456312
1941,12,-0.3203883495145634
1942,1,-0.6116504854368934
1942,2,-0.30097087378640774
1942,3,0.37864077669902874
1942,4,0.30097087378640786
1942,5,0.45631067961164984
1942,6,0.572815533980582
1942,7,0.6504854368932032
1942,8,0.572815533980582
1942,9,0.5339805825242723
1942,10,0.3980582524271845
1942,11,0.1844660194174783
1942,12,-0.33980582524271763
1943,1,-0.5922330097087349
1943,2,-0.5922330097087378
1943,3,-0.009708737864077777
1943,4,0.22330097087378675
1943,5,0.3203883495145634
1943,6,0.3203883495145634
1943,7,0.572815533980582
1943,8,0.6310679611650489
1943,9,0.49514563106796117
1943,10,0.49514563106796117
1943,11,0.009708737864077888
1943,12,-0.2815533980582522
1944,1,-0.6116504854368934
1944,2,-0.22330097087378675
1944,3,0.18446601941747542
1944,4,0.2815533980582521
1944,5,0.41747572815534006
1944,6,0.6310679611650489
1944,7,0.7281553398058256
1944,8,0.6699029126213616
1944,9,0.5922330097087378
1944,10,0.41747572815534006
1944,11,0.10679611650485454
1944,12,-0.4757281553398055
1945,1,-0.5728155339805822
1945,2,-0.41747572815534006
1945,3,0.08737864077669877
1945,4,0.16504854368931987
1945,5,0.3980582524271845
1945,6,0.5339805825242723
1945,7,0.70873786407767
1945,8,0.7281553398058256
1945,9,0.6310679611650489
1945,10,0.49514563106796117
1945,11,0.10679611650485454
1945,12,-0.45631067961164984
1946,1,-0.6310679611650476
1946,2,-0.22330097087378675
1946,3,0.2038834951456312
1946,4,0.2038834951456312
1946,5,0.4368932038834956
1946,6,0.49514563106796117
1946,7,0.5533980582524265
1946,8,0.6310679611650489
1946,9,0.6310679611650489
1946,10,0.5145631067961167
1946,11,0.28155339805825497
1946,12,-0.37864077669902885
1947,1,-0.5145631067961167
1947,2,-0.45631067961164984
1947,3,0.22330097087378675
1947,4,0.30097087378640786
1947,5,0.4368932038834956
1947,6,0.6310679611650489
1947,7,0.6116504854368934
1947,8,0.7281553398058256
1947,9,0.5533980582524265
1947,10,0.5339805825242723
1947,11,0.30097087378640786
1947,12,-0.3203883495145634
1948,1,-0.6893203883495145
1948,2,-0.18446601941747554
1948,3,0.10679611650485454
1948,4,0.2621359223300965
1948,5,0.41747572815534006
1948,6,0.5728155339805849
1948,7,0.6116504854368934
1948,8,0.6116504854368934
1948,9,0.5533980582524265
1948,10,0.5145631067961167
1948,11,-0.04854368932038766
1948,12,-0.4368932038834943
1949,1,-0.6893203883495145
1949,2,-0.45631067961164984
1949,3,0.009708737864077888
1949,4,0.30097087378640786
1949,5,0.4368932038834956
1949,6,0.5533980582524265
1949,7,0.5145631067961167
1949,8,0.6310679611650489
1949,9,0.45631067961164984
1949,10,0.41747572815534006
1949,11,-0.14563106796116432
1949,12,-0.5533980582524265
1950,1,-0.70873786407767
1950,2,-0.5728155339805822
1950,3,0.02912621359223344
1950,4,0.10679611650485454
1950,5,0.3592233009708732
1950,6,0.6116504854368934
1950,7,0.49514563106796117
1950,8,0.5339805825242723
1950,9,0.4368932038834956
1950,10,0.3786407766990316
1950,11,-0.1262135922330101
1950,12,-0.7475728155339798
1951,1,-0.7475728155339798
1951,2,-0.5922330097087378
1951,3,-0.10679611650485443
1951,4,0.1844660194174783
1951,5,0.3592233009708732
1951,6,0.6116504854368934
1951,7,0.6116504854368934
1951,8,0.7281553398058256
1951,9,0.7475728155339798
1951,10,0.4368932038834956
1951,11,0.14563106796116565
1951,12,-0.5339805825242709
1952,1,-0.6116504854368934
1952,2,-0.22330097087378675
1952,3,0.2815533980582521
1952,4,0.22330097087378675
1952,5,0.37864077669902874
1952,6,0.6699029126213587
1952,7,0.572815533980582
1952,8,0.6699029126213616
1952,9,0.70873786407767
1952,10,0.4757281553398083
1952,11,0.16504854368931987
1952,12,-0.5145631067961167
1953,1,-0.5728155339805822
1953,2,-0.14563106796116432
1953,3,0.1262135922330101
1953,4,0.2427184466019423
1953,5,0.37864077669902874
1953,6,0.6699029126213587
1953,7,0.6310679611650489
1953,8,0.6310679611650489
1953,9,0.6699029126213616
1953,10,0.4757281553398083
1953,11,0.16504854368931987
1953,12,-0.4951456310679584
1954,1,-0.6116504854368934
1954,2,-0.3980582524271816
1954,3,0.16504854368931987
1954,4,0.14563106796116565
1954,5,0.30097087378640786
1954,6,0.5533980582524265
1954,7,0.4757281553398083
1954,8,0.5533980582524265
1954,9,0.6116504854368934
1954,10,0.30097087378640786
1954,11,0.02912621359223344
1954,12,-0.5922330097087378
1955,1,-0.6116504854368934
1955,2,-0.4368932038834943
1955,3,0.06796116504854322
1955,4,0.2038834951456312
1955,5,0.22330097087378675
1955,6,0.572815533980582
1955,7,0.4757281553398054
1955,8,0.572815533980582
1955,9,0.5922330097087378
1955,10,0.4757281553398054
1955,11,0.009708737864077888
1955,12,-0.5728155339805822
1956,1,-1.0
1956,2,-0.37864077669902885
1956,3,0.18446601941747542
1956,4,0.02912621359223344
1956,5,0.16504854368931987
1956,6,0.3980582524271845
1956,7,0.5339805825242723
1956,8,0.5145631067961167
1956,9,0.49514563106796117
1956,10,0.37864077669902874
1956,11,-0.2038834951456311
1956,12,-0.5339805825242709
1957,1,-0.7475728155339798
1957,2,-0.6504854368932032
1957,3,0.1262135922330101
1957,4,0.2038834951456312
1957,5,0.18446601941747542
1957,6,0.5533980582524265
1957,7,0.5728155339805849
1957,8,0.6893203883495145
1957,9,0.6893203883495145
1957,10,0.41747572815534006
1957,11,0.2815533980582521
1957,12,-0.3203883495145634
1958,1,-0.5145631067961167
1958,2,-0.45631067961164984
1958,3,0.3980582524271845
1958,4,0.4757281553398054
1958,5,0.30097087378640786
1958,6,0.4757281553398083
1958,7,0.5922330097087378
1958,8,0.6310679611650489
1958,9,0.6699029126213587
1958,10,0.4757281553398083
1958,11,0.048543689320388994
1958,12,-0.2815533980582522
1959,1,-0.6699029126213588
1959,2,-0.3592233009708732
1959,3,0.02912621359223344
1959,4,0.2038834951456312
1959,5,0.2038834951456312
1959,6,0.5533980582524265
1959,7,0.6893203883495145
1959,8,0.6310679611650489
1959,9,0.4757281553398054
1959,10,0.4368932038834956
1959,11,0.06796116504854322
1959,12,-0.45631067961164984
1960,1,-0.6504854368932032
1960,2,-0.16504854368931987
1960,3,0.16504854368931987
1960,4,0.1262135922330101
1960,5,0.5339805825242723
1960,6,0.5533980582524265
1960,7,0.6116504854368934
1960,8,0.7475728155339798
1960,9,0.5922330097087378
1960,10,0.5533980582524265
1960,11,0.10679611650485454
1960,12,-0.49514563106796106
1961,1,-0.5728155339805822
1961,2,-0.5145631067961167
1961,3,0.18446601941747542
1961,4,0.33980582524271896
1961,5,0.6504854368932032
1961,6,0.5533980582524265
1961,7,0.5145631067961167
1961,8,0.5922330097087378
1961,9,0.5339805825242723
1961,10,0.3980582524271845
1961,11,-0.009708737864077777
1961,12,-0.37864077669902885
1962,1,-0.7281553398058243
1962,2,-0.3203883495145634
1962,3,0.22330097087378675
1962,4,0.2038834951456312
1962,5,0.18446601941747542
1962,6,0.3980582524271845
1962,7,0.6699029126213587
1962,8,0.6310679611650489
1962,9,0.70873786407767
1962,10,0.5145631067961167
1962,11,-0.02912621359223344
1962,12,-0.4757281553398055
1963,1,-0.5145631067961167
1963,2,-0.14563106796116432
1963,3,-0.02912621359223344
1963,4,0.08737864077669877
1963,5,0.14563106796116565
1963,6,0.572815533980582
1963,7,0.6699029126213616
1963,8,0.6893203883495145
1963,9,0.6310679611650489
1963,10,0.41747572815534006
1963,11,0.08737864077669877
1963,12,-0.5728155339805822
1964,1,-0.5922330097087378
1964,2,-0.3592233009708732
1964,3,0.4368932038834956
1964,4,0.1844660194174783
1964,5,0.30097087378640786
1964,6,0.4757281553398054
1964,7,0.4757281553398054
1964,8,0.49514563106796117
1964,9,0.3980582524271845
1964,10,0.28155339805825497
1964,11,-0.009708737864075001
1964,12,-0.7281553398058243
1965,1,-0.70873786407767
1965,2,-0.14563106796116432
1965,3,0.16504854368931987
1965,4,0.02912621359223344
1965,5,0.22330097087378675
1965,6,0.5922330097087378
1965,7,0.5922330097087378
1965,8,0.5922330097087378
1965,9,0.5145631067961167
1965,10,0.30097087378640786
1965,11,0.06796116504854322
1965,12,-0.5728155339805822
1966,1,-0.4368932038834943
1966,2,-0.24271844660194097
1966,3,0.1262135922330101
1966,4,0.16504854368931987
1966,5,0.2427184466019423
1966,6,0.6310679611650489
1966,7,0.6504854368932032
1966,8,0.7669902912621354
1966,9,0.6504854368932032
1966,10,0.45631067961164984
1966,11,0.009708737864077888
1966,12,-0.5145631067961167
1967,1,-0.6893203883495145
1967,2,-0.37864077669902885
1967,3,0.02912621359223344
1967,4,0.18446601941747542
1967,5,0.33980582524271896
1967,6,0.4368932038834956
1967,7,0.49514563106796117
1967,8,0.572815533980582
1967,9,0.5339805825242723
1967,10,0.41747572815534006
1967,11,-0.04854368932038766
1967,12,-0.4951456310679584
1968,1,-0.8058252427184467
1968,2,-0.7281553398058243
1968,3,-0.009708737864077777
1968,4,0.06796116504854322
1968,5,0.37864077669902874
1968,6,0.4757281553398054
1968,7,0.572815533980582
1968,8,0.6504854368932032
1968,9,0.4368932038834956
1968,10,0.45631067961164984
1968,11,0.02912621359223344
1968,12,-0.24271844660194097
1969,1,-0.5339805825242709
1969,2,-0.30097087378640774
1969,3,0.3980582524271845
1969,4,0.3203883495145634
1969,5,0.5145631067961167
1969,6,0.6310679611650489
1969,7,0.5533980582524265
1969,8,0.6310679611650489
1969,9,0.6116504854368934
1969,10,0.4757281553398054
1969,11,0.009708737864077888
1969,12,-0.2038834951456311
1970,1,-0.5533980582524265
1970,2,-0.33980582524271763
1970,3,0.2427184466019423
1970,4,0.3203883495145634
1970,5,0.3592233009708732
1970,6,0.6893203883495145
1970,7,0.5339805825242723
1970,8,0.5922330097087378
1970,9,0.5339805825242723
1970,10,0.41747572815534006
1970,11,-0.06796116504854322
1970,12,-0.5728155339805822
1971,1,-0.70873786407767
1971,2,-0.4757281553398055
1971,3,0.16504854368931987
1971,4,0.18446601941747542
1971,5,0.3980582524271845
1971,6,0.4757281553398054
1971,7,0.5533980582524265
1971,8,0.49514563106796117
1971,9,0.4757281553398054
1971,10,0.2815533980582521
1971,11,-0.10679611650485443
1971,12,-0.5922330097087378
1972,1,-0.6310679611650476
1972,2,-0.5145631067961167
1972,3,0.06796116504854322
1972,4,0.1844660194174783
1972,5,0.3592233009708732
1972,6,0.4757281553398083
1972,7,0.5922330097087378
1972,8,0.5922330097087378
1972,9,0.6310679611650489
1972,10,0.45631067961164984
1972,11,0.2621359223300965
1972,12,-0.3592233009708732
1973,1,-0.5145631067961167
1973,2,-0.1262135922330101
1973,3,0.4368932038834956
1973,4,0.2815533980582521
1973,5,0.41747572815534006
1973,6,0.6893203883495145
1973,7,0.6893203883495145
1973,8,0.6310679611650489
1973,9,0.6504854368932032
1973,10,0.4368932038834956
1973,11,0.02912621359223344
1973,12,-0.6893203883495145
1974,1,-0.7475728155339798
1974,2,-0.6310679611650476
1974,3,0.06796116504854322
1974,4,0.2815533980582521
1974,5,0.22330097087378675
1974,6,0.4757281553398083
1974,7,0.37864077669902874
1974,8,0.4757281553398083
1974,9,0.45631067961164984
1974,10,0.41747572815534006
1974,11,0.16504854368931987
1974,12,-0.5533980582524265
1975,1,-0.7669902912621355
1975,2,-0.30097087378640497
1975,3,0.02912621359223344
1975,4,0.3592233009708732
1975,5,0.41747572815534006
1975,6,0.45631067961164984
1975,7,0.4368932038834956
1975,8,0.49514563106796117
1975,9,0.4368932038834956
1975,10,0.3203883495145634
1975,11,-0.06796116504854322
1975,12,-0.5728155339805822
1976,1,-0.7864077669902911
1976,2,-0.45631067961164984
1976,3,-0.1262135922330101
1976,4,0.08737864077669877
1976,5,0.2038834951456312
1976,6,0.41747572815534006
1976,7,0.3592233009708732
1976,8,0.4368932038834956
1976,9,0.4368932038834956
1976,10,0.5145631067961167
1976,11,0.10679611650485454
1976,12,-0.37864077669902885
1977,1,-0.6504854368932032
1977,2,-0.33980582524271763
1977,3,0.2038834951456312
1977,4,0.1844660194174783
1977,5,0.3786407766990316
1977,6,0.5533980582524265
1977,7,0.5728155339805849
1977,8,0.6310679611650489
1977,9,0.6504854368932032
1977,10,0.37864077669902874
1977,11,0.10679611650485454
1977,12,-0.24271844660194097
1978,1,-0.6699029126213588
1978,2,-0.45631067961164984
1978,3,0.2038834951456312
1978,4,0.2621359223300965
1978,5,0.4757281553398083
1978,6,0.5922330097087378
1978,7,0.6310679611650489
1978,8,0.6116504854368934
1978,9,0.5922330097087378
1978,10,0.3980582524271845
1978,11,0.14563106796116565
1978,12,-0.1262135922330101
1979,1,-0.4757281553398055
1979,2,-0.14563106796116432
1979,3,0.18446601941747542
1979,4,0.30097087378640786
1979,5,0.22330097087378675
1979,6,0.5728155339805849
1979,7,0.6893203883495145
1979,8,0.6699029126213587
1979,9,0.5339805825242723
1979,10,0.6310679611650489
1979,11,0.2038834951456312
1979,12,-0.3592233009708732
1980,1,-0.4368932038834943
1980,2,-0.4368932038834943
1980,3,0.3203883495145634
1980,4,0.3592233009708732
1980,5,0.37864077669902874
1980,6,0.6116504854368934
1980,7,0.5922330097087378
1980,8,0.6504854368932032
1980,9,0.6893203883495145
1980,10,0.4757281553398054
1980,11,0.14563106796116565
1980,12,-0.5145631067961167
1981,1,-0.8252427184466009
1981,2,-0.24271844660194097
1981,3,0.2038834951456312
1981,4,0.45631067961164984
1981,5,0.3592233009708732
1981,6,0.6504854368932032
1981,7,0.5922330097087378
1981,8,0.6310679611650489
1981,9,0.5533980582524265
1981,10,0.4368932038834956
1981,11,0.1262135922330101
1981,12,-0.30097087378640774
1982,1,-0.6116504854368934
1982,2,-0.49514563106796106
1982,3,0.2815533980582521
1982,4,0.2427184466019423
1982,5,0.3592233009708732
1982,6,0.6310679611650489
