id,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AFG,0.5335120643431641,0.5924932975871324,0.21715817694369965,0.3619302949061649,0.28954423592493317,0.4450402144772121,0.2412868632707772,0.3592493297587116,0.517426273458446,0.3351206434316354,0.29222520107238603,0.46648793565683677,0.4155495978552275,0.6300268096514743,0.8069705093833783,0.3592493297587134,0.5415549597855223,0.32171581769437063,0.3136729222520094,0.08847184986595114,0.35120643431635346,0.5388739946380698,0.2305630026809644,0.3083109919571041,0.4798927613941024,0.4155495978552275,0.4155495978552275,0.26005361930294857,0.16890080428954368,0.15549597855227892,0.24128686327077808,0.3351206434316354,0.35924932975871426,0.21447721179624635,0.22252010723860494,0.4477211796246654,0.23860589812332345,0.4638069705093826,0.4932975871313672,0.6782841823056294,0.8686327077747991,0.5630026809651478,0.3485254691688997,0.5656836461126011,0.33243967828418164,0.5871313672922249,0.7479892761394118,0.5120643431635394,0.22788203753351155,0.0804289544235921,0.40750670241286935,0.453083109919572,0.5898123324396773,0.33780160857908825,0.6005361930294915,0.4504021447721178,0.08847184986595158,0.6273458445040219,0.42627345844503983,0.3994638069705094,0.4986595174262738,0.3914209115281495,0.6997319034852549,0.171581769436997,0.4530831099195711,0.5549597855227888,0.3565683646112583,0.3646112600536182,0.35120643431635346,0.6568364611260056,0.6541554959785532,0.0,0.4932975871313672,0.2278820375335111,0.29490616621983934,0.3485254691689006,0.6675603217158179,0.5415549597855223,0.5013404825737271,0.6085790884718496,0.6193029490616628,0.28150134048257414,0.5710455764075069,0.43967828418230637,0.6219839142091153,0.4235924932975865,0.6729222520107236,0.828418230563003,0.40482573726541515,0.6782841823056311,0.48525469168900814,0.38069705093833717,0.5227882037533518,0.5522788203753364,0.5308310991957108,0.4477211796246654,0.45576407506702443,0.6621983914209113,0.8713136729222524,0.7694369973190356,0.8471849865951753,0.7962466487935669,0.6380697050938333,0.8927613941018779,0.6407506702412866,0.8900804289544246,0.7613941018766766,0.8042895442359259,0.8176943699731907,0.9142091152815026,0.7694369973190356,0.5790884718498668,0.8793565683646105,0.7024128686327082,0.8096514745308316,0.9839142091152824,0.8632707774798933,1.0000000000000004,0.780160857908847,0.5817694369973192
AGO,0.28328611898016964,0.2606232294617561,0.3767705382436266,0.39376770538243644,0.3087818696883846,0.29178470254957567,0.24645892351274856,0.17563739376770515,0.2974504249291785,0.4192634560906523,0.41076487252124627,0.2436260623229458,0.32011331444759206,0.17847025495750657,0.41076487252124627,0.606232294617564,0.36543909348441916,0.32861189801699675,0.32861189801699675,0.44475920679886727,0.38810198300283316,0.33427762039660003,0.6090651558073659,0.3371104815864028,0.43626062322946124,0.6232294617563743,0.7053824362606238,0.5099150141643061,0.24929178470254865,0.5892351274787546,0.3541076487252117,0.32011331444759206,0.053824362606232246,0.6685552407932005,0.4220963172804537,0.5212464589235131,0.5977337110481593,0.42776203966005655,0.4787535410764874,0.0,0.22096317280453226,0.28328611898016964,0.5014164305949005,0.33427762039660003,0.4844192634560911,0.6118980169971668,0.6203966005665724,0.38526912181303175,0.3796033994334289,0.7138810198300294,0.7167138810198304,0.7053824362606229,0.3201133144475916,0.2634560906515584,0.48158640226628924,0.19546742209631773,0.49291784702549535,0.558073654390935,0.2776203966005668,0.569405099150142,0.5835694050991509,0.47308781869688454,0.48725212464589207,0.3427762039660056,0.2889518413597729,0.5637393767705379,0.3796033994334267,0.41076487252124627,0.3456090651558079,0.3767705382436253,0.3399433427762042,0.36260623229461686,0.28611898016997106,0.2974504249291785,0.32011331444759206,0.13314447592068035,0.4900849858356944,0.1869688385269117,0.47308781869688454,0.17563739376770515,0.3257790368271962,0.4560906515580747,0.3314447592067995,0.26912181303116123,0.36543909348441916,0.42776203966005655,0.38243626062323033,0.5014164305948996,0.3654390934844205,0.6090651558073659,0.2521246458923514,0.45892351274787613,0.4305949008498584,0.7648725212464593,0.37110481586402333,0.30028328611898036,0.3739376770538252,0.5807365439093481,0.6657223796033995,0.773371104815864,0.6713881019830041,0.7053824362606238,0.6373937677053827,0.5524079320113318,0.38810198300283316,0.5410764872521243,0.7648725212464593,0.8045325779036836,0.7450424929178472,0.7223796033994341,0.6487252124645893,0.818696883852692,0.8158640226628893,0.8328611898016995,0.8073654390934846,0.8328611898016995,0.7677053824362612,0.9999999999999996,0.9688385269121826,0.8866855524079331
ALB,0.2512315270935961,0.261083743842363,0.19211822660098576,0.30541871921182207,0.17733990147783274,0.18226600985221708,0.10837438423645374,0.18719211822660142,0.15270935960590926,0.1527093596059128,0.21182266009852313,0.20689655172414056,0.23645320197044484,0.16748768472906583,0.15763546798029715,0.15763546798029537,0.07389162561576335,0.054187192118227756,0.1477832512315267,0.2463054187192082,0.21674876847290214,0.20689655172414056,0.16748768472906583,0.3497536945812829,0.07389162561576335,0.43349753694581317,0.33990147783251246,0.3349753694581281,0.2216748768472918,0.42364532019704626,0.39901477832512455,0.1527093596059128,0.27586206896551957,0.15763546798029537,0.28078817733990036,0.27093596059113345,0.49261083743842704,0.29556650246305516,0.2216748768472918,0.3694581280788203,0.37931034482758896,0.49261083743842704,0.41871921182266014,0.31527093596059075,0.48768472906403915,0.42857142857142705,0.5763546798029555,0.44827586206896797,0.46798029556650356,0.30049261083743595,0.4039408866995071,0.3743842364532046,0.3004926108374413,0.1625615763546815,0.6600985221674858,0.06896551724137723,0.17241379310345195,0.47783251231527224,0.3940886699507402,0.3743842364531993,0.44827586206896264,0.30541871921182207,0.3152709359605925,0.3596059113300498,0.24137931034482918,0.3694581280788185,0.22660098522167793,0.3596059113300498,0.34482758620690035,0.3546798029556708,0.08866995073891815,0.10837438423645374,0.2167487684729057,0.05911330049261032,0.11330049261083808,0.0,0.3448275862068968,0.3300492610837473,0.4433497536945836,0.32512315270935765,0.42857142857142705,0.4187192118226637,0.5517241379310356,0.30541871921182207,0.477832512315274,0.3743842364531993,0.7044334975369466,0.5221674876847278,0.5862068965517224,0.7093596059113292,0.23645320197044128,0.22660098522167793,0.37931034482758896,0.6206896551724146,0.6896551724137936,0.5270935960591103,0.7487684729064057,0.6453201970443363,0.7487684729064039,0.7044334975369466,0.8423645320197046,0.7783251231527135,0.8423645320197046,0.6945812807881762,0.6798029556650267,0.793103448275863,0.6945812807881762,0.6206896551724128,0.8620689655172402,1.0,0.8177339901477811,0.8078817733990178,0.6354679802955694,0.9113300492610872,0.8275862068965534,0.9655172413793078,0.8719211822660125,0.6453201970443363,0.7438423645320213,0.8275862068965552
AND,0.06666666666666643,0.16266666666666696,0.16266666666666652,0.3413333333333335,0.09599999999999964,0.194666666666667,0.14933333333333332,0.19199999999999973,0.018666666666665943,0.13599999999999968,0.33333333333333304,0.14133333333333287,0.30133333333333256,0.16266666666666696,0.15733333333333333,0.23466666666666658,0.0,0.1386666666666665,0.06399999999999961,0.2746666666666666,0.38666666666666627,0.1306666666666665,0.32799999999999985,0.2879999999999998,0.08000000000000007,0.46399999999999997,0.37066666666666626,0.43999999999999995,0.27466666666666617,0.4400000000000004,0.21599999999999975,0.21333333333333293,0.2799999999999998,0.35199999999999987,0.22399999999999975,0.23466666666666658,0.44799999999999995,0.22399999999999975,0.21066666666666656,0.1333333333333333,0.031999999999999584,0.2986666666666662,0.5226666666666668,0.25866666666666616,0.5333333333333337,0.3360000000000003,0.5626666666666664,0.4826666666666668,0.5200000000000005,0.43733333333333313,0.293333333333333,0.5226666666666668,0.38399999999999945,0.2560000000000002,0.5253333333333328,0.10933333333333284,0.30133333333333345,0.4453333333333327,0.5119999999999991,0.38399999999999945,0.6346666666666669,0.26400000000000023,0.14399999999999968,0.4159999999999999,0.2959999999999998,0.4746666666666668,0.4480000000000004,0.41066666666666585,0.23466666666666658,0.3999999999999999,0.3280000000000003,0.22666666666666702,0.3466666666666667,0.33066666666666666,0.3413333333333335,0.3733333333333331,0.3439999999999994,0.29066666666666663,0.39199999999999946,0.21066666666666656,0.4293333333333331,0.6320000000000001,0.5146666666666668,0.24266666666666614,0.30400000000000027,0.4106666666666663,0.4106666666666672,0.52,0.7439999999999998,0.7199999999999998,0.45599999999999996,0.47733333333333317,0.4079999999999999,0.8026666666666671,0.7546666666666662,0.5546666666666669,0.9146666666666667,0.674666666666667,0.741333333333333,0.8079999999999998,0.7066666666666666,0.7680000000000002,0.8639999999999999,0.6799999999999997,0.5386666666666664,0.8773333333333335,0.674666666666667,0.6399999999999997,0.8026666666666666,0.4506666666666663,0.9199999999999999,0.7173333333333334,0.6106666666666665,0.9893333333333332,0.9173333333333336,0.8799999999999999,0.8506666666666658,0.9733333333333336,0.9413333333333331,1.0
ARE,0.22302158273381423,0.2589928057553976,0.2589928057553976,0.179856115107917,0.22302158273381423,0.1079136690647502,0.1366906474820162,0.2158273381295004,0.20143884892086916,0.24460431654676285,0.30215827338129486,0.24460431654676285,0.2589928057553976,0.19424460431654822,0.20143884892086206,0.17266187050359605,0.23021582733813162,0.057553956834532016,0.1079136690647502,0.22302158273381423,0.22302158273381423,0.3237410071942435,0.20143884892086206,0.2589928057553976,0.11510791366906759,0.1654676258992822,0.179856115107917,0.36690647482014427,0.2158273381295004,0.20143884892086206,0.36690647482014427,0.15827338129496482,0.31654676258992964,0.41007194244604506,0.2589928057553976,0.14388489208633004,0.19424460431654467,0.2733812949640324,0.30215827338129486,0.5179856115107917,0.6690647482014356,0.6690647482014391,0.41007194244604506,0.5971223021582723,0.35251798561151304,0.25179856115108024,0.3884892086330929,0.1294964028776988,0.6762589928057565,0.36690647482014427,0.28057553956834624,0.4676258992805735,0.1654676258992822,0.1079136690647502,0.15107913669064743,0.0647482014388494,0.41007194244604506,0.25179856115108024,0.3453237410071921,0.33093525179856087,0.0647482014388494,0.08633093525180158,0.12230215827338498,0.07194244604317035,0.12949640287770237,0.3381294964028818,0.09352517985611541,0.15827338129496482,0.35251798561151304,0.3884892086331,0.237410071942449,0.23021582733813162,0.4316546762589972,0.057553956834532016,0.20143884892086916,0.0,0.41007194244604506,0.2158273381295004,0.4316546762589972,0.38129496402877905,0.2877697841726601,0.31654676258992964,0.6115107913669071,0.5827338129496411,0.49640287769783953,0.36690647482014427,0.827338129496404,0.6043165467625897,0.41007194244604506,0.5755395683453237,0.4316546762589901,0.5755395683453237,0.4532374100719423,0.5107913669064743,0.7985611510791344,0.5899280575539549,0.7194244604316538,0.9568345323740957,0.4892086330935257,0.5467625899280577,0.7194244604316538,0.7985611510791344,0.8848920863309324,0.6330935251798522,1.0,0.44604316546762846,0.4316546762589901,0.3812949640287755,0.6043165467625897,0.733812949640285,0.37410071942446166,0.3884892086330929,0.4532374100719423,0.4316546762589901,0.5467625899280577,0.7841726618705032,0.6618705035971217,0.5107913669064779,0.6474820143884834,0.5539568345323751
ARG,0.45614035087718996,0.30526315789473735,0.354385964912284,0.15087719298245617,0.2877192982456158,0.21052631578947256,0.09473684210526123,0.17543859649122595,0.12280701754385959,0.11228070175438454,0.12982456140350962,0.27017543859649074,0.0,0.15438596491228118,0.38596491228070207,0.19298245614035103,0.09122807017543799,0.11929824561403457,0.18596491228070278,0.12631578947368638,0.10526315789473628,0.06315789473684319,0.2210526315789476,0.37543859649123057,0.19649122807017427,0.41052631578947363,0.2631578947368425,0.280701754385964,0.1403508771929829,0.24210526315789593,0.5157894736842099,0.5017543859649134,0.3719298245614038,0.2947368421052623,0.25964912280701746,0.3719298245614038,0.4807017543859633,0.27719298245614254,0.34736842105263044,0.6105263157894747,0.621052631578948,0.652631578947366,0.41052631578947363,0.47719298245614006,0.28771929824561404,0.34736842105263044,0.48070175438596685,0.4842105263157901,0.35087719298245723,0.273684210526314,0.5017543859649152,0.5017543859649134,0.4315789473684237,0.39298245614034855,0.38596491228070207,0.33333333333333215,0.41754385964912366,0.6350877192982445,0.4807017543859633,0.5754385964912281,0.4842105263157901,0.5052631578947366,0.5649122807017548,0.5087719298245617,0.4561403508771953,0.540350877192985,0.4385964912280702,0.4701754385964918,0.6701754385964893,0.5999999999999979,0.4526315789473685,0.5438596491228065,0.5754385964912245,0.4350877192982452,0.44210526315789345,0.38947368421052353,0.6070175438596515,0.652631578947366,0.6491228070175445,0.8140350877192972,0.8000000000000007,0.6491228070175445,0.8947368421052619,0.6561403508771946,0.6245614035087712,0.6877192982456144,0.9228070175438567,0.7684210526315791,0.6350877192982463,0.7614035087719291,0.7929824561403525,0.750877192982454,0.8596491228070171,0.7719298245614041,0.8421052631578938,0.7298245614035093,0.7789473684210524,0.9614035087719284,0.7578947368421058,0.6807017543859661,0.8491228070175438,0.8842105263157904,0.8666666666666671,0.750877192982454,0.9192982456140335,0.8385964912280706,0.8280701754385937,0.6912280701754376,0.8842105263157904,1.0,0.8210526315789473,0.8947368421052619,0.905263157894737,0.9157894736842085,0.99298245614035,0.9859649122807017,0.9298245614035086,0.7894736842105257,0.9543859649122801,0.9684210526315802
ARM,0.796610169491526,0.5423728813559325,0.33333333333333215,0.46892655367231484,0.2146892655367214,0.5706214689265554,0.10169491525423524,0.3728813559322024,0.2881355932203391,0.33333333333333215,0.12994350282485634,0.5988700564971765,0.9265536723163859,0.418079096045199,0.44067796610169374,0.49152542372881314,0.536723163841808,0.3333333333333339,0.6327683615819204,0.5988700564971765,0.20903954802259683,0.2655367231638408,0.1638418079096038,0.19774011299434946,0.43502824858756917,0.6553672316384169,0.5254237288135588,0.1299435028248599,0.5988700564971765,0.5762711864406782,0.07344632768361592,0.6497175141242924,0.40112994350282527,0.2090395480225986,0.5028248587570623,0.38983050847457434,0.41242937853107264,0.25423728813559343,0.35593220338983045,0.322033898305083,0.2316384180790969,0.22598870056497056,0.5593220338983063,0.8418079096045208,0.8926553672316384,0.3728813559322024,0.5028248587570623,0.48022598870056576,0.5141242937853114,0.46327683615819026,0.6101694915254239,0.6101694915254257,0.6440677966101696,0.35593220338983045,0.16949152542372659,0.0,0.3672316384180796,0.5310734463276816,0.18079096045197574,0.5988700564971765,0.5536723163841835,0.5197740112994342,0.4406779661016955,0.1807909604519775,0.5141242937853114,0.38983050847457434,0.6045197740112993,0.7005649717514135,0.7457627118644083,0.7118644067796609,0.3163841807909602,0.418079096045199,0.2937853107344619,0.3107344632768374,0.48587570621469034,0.12429378531073354,0.740112994350282,0.6553672316384187,0.5480225988700571,0.7062146892655363,0.6497175141242959,0.677966101694917,0.48587570621469034,0.07909604519773872,0.7344632768361592,0.7288135593220328,0.6892655367231626,0.3954802259887007,0.881355932203391,0.6384180790960485,0.6101694915254257,0.3728813559322024,0.6158192090395485,0.983050847457628,0.6045197740113011,0.6271186440677976,0.8644067796610173,0.694915254237289,0.5141242937853132,0.25988700564971623,0.6892655367231644,0.5197740112994342,0.7909604519774014,0.7909604519773996,0.5480225988700571,0.8926553672316384,0.2655367231638408,0.8531073446327699,0.87570621468927,0.5536723163841835,0.7514124293785311,0.9774011299435035,0.8926553672316384,0.8700564971751437,0.9661016949152526,0.6553672316384187,1.0,0.8022598870056505,0.7909604519774014,0.9830508474576298
ATG,0.5546719681908545,0.3379721669980116,0.36779324055665974,0.268389662027833,0.3618290258449304,0.4254473161033796,0.20477137176938354,0.17693836978131228,0.44135188866799147,0.4453280318091448,0.0,0.4214711729622267,0.3081510934393634,0.4512922465208744,0.5347912524850891,0.4771371769383692,0.5546719681908545,0.4234592445328027,0.4751491053677932,0.11133200795228593,0.22664015904572543,0.5228628230616301,0.536779324055666,0.4671968190854867,0.4950298210735584,0.40357852882703726,0.4055666003976135,0.13518886679920428,0.24254473161033796,0.5308151093439362,0.2365805168986086,0.25248508946322024,0.15904572564612307,0.26838966202783254,0.5109343936381707,0.4294234592445325,0.556660039761431,0.5029821073558649,0.47117296222663985,0.5447316103379716,0.41948310139165024,0.32405566600397573,0.3618290258449304,0.4791252485089461,0.19880715705765395,0.3101391650099399,0.556660039761431,0.35188866799204765,0.2345924453280317,0.27037773359840944,0.41153081510934353,0.5268389662027833,0.3260437375745524,0.45924453280318067,0.6858846918489063,0.11729622266401574,0.4691848906560636,0.4135188866799202,0.18687872763419455,0.5049701789264409,0.5705765407554668,0.695825049701789,0.5069582504970174,0.18489065606361832,0.31212723658051655,0.9005964214711724,0.2564612326043738,0.45129224652087463,0.29622266401590425,0.6660039761431409,0.45526838966202754,0.10337972166997988,0.19284294234592414,0.24453280318091464,0.3976143141153079,0.2664015904572561,0.35387673956262455,0.4671968190854867,0.7017892644135182,0.5089463220675943,0.6222664015904573,0.2186878727634194,0.3737574552683891,0.41351888667992065,0.3876739562624254,0.4870775347912524,0.4652087475149098,0.3578528827037768,0.600397614314115,0.4671968190854867,0.45924453280318067,0.07952286282306176,0.15705765407554662,0.41948310139164957,0.5666003976143139,0.5904572564612325,0.4353876739562619,0.7037773359840953,0.7196819085487076,0.6123260437375739,0.7634194831013916,0.5069582504970174,0.5149105367793236,0.5586481113320076,0.5685884691848904,0.6222664015904569,0.4751491053677932,0.5467196819085482,0.5805168986083498,1.0,0.4234592445328029,0.6858846918489061,0.5844930417495027,0.7753479125248508,0.7316103379721663,0.5924453280318087,0.6481113320079519,0.9582504970178922,0.7833001988071566,0.7375745526838964
AUS,0.4212598425196834,0.4094488188976335,0.24803149606299257,0.19685039370078528,0.24015748031495932,0.5708661417322833,0.25196850393700565,0.07874015748031304,0.14173228346456668,0.34645669291338166,0.2480314960629908,0.48425196850393704,0.21259842519684824,0.6338582677165334,0.6181102362204687,0.3267716535433056,0.0,0.24015748031495932,0.4763779527559038,0.2598425196850389,0.4133858267716519,0.29133858267716484,0.35826771653543155,0.1417322834645649,0.13385826771653164,0.46850393700787407,0.2952755905511797,0.5078740157480297,0.12992125984251857,0.4173228346456668,0.2401574803149611,0.34645669291338343,0.2755905511811019,0.3346456692913389,0.2874015748031482,0.40944881889763707,0.35039370078740006,0.5905511811023612,0.2834645669291316,0.4094488188976335,0.23228346456692783,0.4881889763779501,0.17716535433070568,0.31889763779527236,0.33858267716535195,0.18503937007873894,0.31889763779527236,0.25196850393700565,0.06299212598425008,0.19685039370078528,0.2677165354330686,0.24409448818897417,0.25196850393700565,0.27952755905511495,0.271653543307087,0.011811023622048111,0.4527559055118111,0.4960629921259816,0.5629921259842483,0.15748031496062787,0.4999999999999982,0.43700787401574814,0.3897637795275575,0.3425196850393686,0.5629921259842519,0.21259842519685002,0.3661417322834648,0.27165354330708524,0.4488188976377927,0.3897637795275557,0.32283464566929077,0.5275590551181111,0.669291338582676,0.153543307086613,0.35039370078740006,0.14960629921259638,0.4448818897637761,0.31889763779527236,0.6062992125984223,0.7755905511811001,0.5748031496062964,0.49212598425196497,0.6259842519685002,0.2795275590551185,0.535433070866139,0.5275590551181093,0.5078740157480279,0.7795275590551167,0.41732283464566855,0.6496062992125964,0.7362204724409427,0.4724409448818889,0.5826771653543297,0.5590551181102335,0.48031496062991863,0.6338582677165334,0.5118110236220463,0.7834645669291298,0.5433070866141705,0.3818897637795242,0.3937007874015741,0.7086614173228316,0.6929133858267686,0.6259842519685019,0.8503937007874018,0.5551181102362168,0.6417322834645631,0.48818897637794834,0.7047244094488168,0.39763779527558896,0.3779527559055129,0.5157480314960594,0.9685039370078741,0.8937007874015723,0.7992125984251928,0.8267716535433038,0.8622047244094464,0.8700787401574779,1.0,0.897637795275589
AUT,0.20507399577167007,0.20084566596194486,0.3382663847780123,0.42706131078224097,0.3128964059196617,0.2811839323467231,0.2811839323467229,0.18604651162790686,0.15221987315010566,0.3424947145877377,0.47145877378435497,0.22621564482029566,0.32558139534883734,0.25792811839323426,0.2811839323467227,0.4799154334038056,0.22198731501057067,0.40169133192389017,0.18181818181818166,0.5243128964059198,0.5179704016913316,0.2029598308668077,0.41437632135306535,0.20930232558139505,0.3150105708245243,0.5095137420718818,0.42494714587737836,0.4693446088794928,0.2684989429175475,0.5031712473572938,0.2114164904862581,0.38054968287526414,0.13530655391120483,0.6596194503171247,0.33615221987315014,0.42706131078224074,0.44397463002114157,0.39323467230443976,0.36363636363636354,0.0,0.12262156448202921,0.2558139534883719,0.5454545454545454,0.2980972515856237,0.496828752642706,0.5306553911205072,0.5327695560253698,0.5391120507399574,0.545454545454545,0.5750528541226212,0.581395348837209,0.3509513742071879,0.5221987315010566,0.22832980972515848,0.2727272727272725,0.13953488372093004,0.509513742071882,0.47991543340380494,0.5433403805496824,0.43551797040169116,0.6152219873150104,0.1775898520084569,0.2621564482029597,0.39323467230443954,0.2304439746300211,0.5285412262156448,0.5200845665961942,0.4207188160676534,0.3234672304439745,0.2938689217758983,0.43763213530655376,0.38054968287526414,0.36152219873150093,0.5412262156448198,0.5433403805496824,0.4186046511627901,0.5623678646934454,0.2748414376321353,0.41014799154334036,0.23890063424947172,0.44186046511627897,0.562367864693446,0.6257928118393232,0.3509513742071879,0.3107822410147989,0.41437632135306535,0.37632135306553893,0.6046511627906979,0.6723044397463,0.6659619450317122,0.4334038054968288,0.7336152219873144,0.581395348837209,0.894291754756871,0.5750528541226212,0.3234672304439741,0.6109936575052852,0.655391120507399,0.6575052854122623,0.8710359408033825,0.6236786469344608,0.8076109936575051,0.691331923890063,0.5644820295983086,0.46723044397463,0.6701902748414372,0.8224101479915429,0.7885835095137419,0.7378435517970401,0.4989429175475688,0.8456659619450311,0.7885835095137419,0.7040169133192387,0.9661733615221977,0.9408033826638473,0.8118393234672305,0.7970401691331919,0.9999999999999998,0.9619450317124729,0.938689217758985
